slug;check;answer;value;source;checked
shelepikha;07;нет;ввод: IV кв. 2024 ⟶ III кв. 2026 (+21 мес.) · готовность по графику декларации 80% · строится · передача ключей 31.12.2025 ⟶ 31.12.2026;https://наш.дом.рф/сервисы/каталог-новостроек/объект/44596;23.09.2026
shelepikha;08;да;квартиры · эскроу есть (Сбербанк) · разрешение на строительство действует до 30.11.2026 · участок: аренда;https://наш.дом.рф/сервисы/каталог-новостроек/объект/44596;23.09.2026
shelepikha;09;да;от 460 385 ₽/м²;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
shift;01;да;внутри Третьего кольца;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
shift;02;нет;промзона 113 м (Московское производственное объединение «Металлист»);"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
shift;03;да;"Ленинский проспект (метро) — 14 мин; школа с отметкой NOTA — Лицей «Воробьёвы горы», 1465 м";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
shift;04;да;551 квартир;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
shift;05;нет;0.96 м/м на квартиру (528 на 551);каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
shift;06;да;ЕРЗ 5 · сдано 8 домов за 3 года (Москва и МО) · остановок нет · банкротств нет;ЕРЗ.РФ https://erzrf.ru/zastroyschiki/brand/gruppa-kompanij-pioner-430031001 · ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
shift;07;да;ввод: I кв. 2028 ⟶ I кв. 2028 (без переноса) · готовность по графику декларации 40% · строится;https://наш.дом.рф/сервисы/каталог-новостроек/объект/57362;23.09.2026
shift;08;да;квартиры · эскроу есть · разрешение на строительство действует до 30.01.2028 · участок: аренда;https://наш.дом.рф/сервисы/каталог-новостроек/объект/57362;23.09.2026
shift;09;да;от 732 892 ₽/м²;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
sidney-siti;01;да;СЗАО;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
sidney-siti;02;нет;промзона 34 м;"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
sidney-siti;03;да;"Звенигородская (метро) — 4 мин; школы с отметкой NOTA в 30 минутах нет";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
sidney-siti;04;нет;6500 квартир;каталоги и декларации (база 14.09);23.09.2026
sidney-siti;05;нет данных;;;23.09.2026
sidney-siti;06;да;ЕРЗ 4 · сдано 47 домов за 3 года (Москва и МО) · остановок нет · банкротств у застройщика дома нет (в группе — 2: см. zastroyshchiki.csv);ЕРЗ.РФ https://erzrf.ru/zastroyschiki/brand/gruppa-kompanij-fsk-755344001 · ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
sidney-siti;07;нет;ввод: III кв. 2025 ⟶ I кв. 2027 (+18 мес.) · готовность по графику декларации 80% · строится 2 из 7 корпусов, 5 сдано (показан корпус с наибольшим сдвигом) · передача ключей 30.04.2026 ⟶ 31.03.2027;https://наш.дом.рф/сервисы/каталог-новостроек/объект/52082 (+ ещё 6 объектов: 46127, 51191, 51190, 51189, 51188 …);23.09.2026
sidney-siti;08;да;квартиры · эскроу есть (Сбербанк) · разрешение на строительство действует до 22.04.2029 · участок: собственность;https://наш.дом.рф/сервисы/каталог-новостроек/объект/52082 (+ ещё 6 объектов: 46127, 51191, 51190, 51189, 51188 …);23.09.2026
sidney-siti;09;да;от 520 194 ₽/м²;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
sikret-garden;01;да;ЮЗАО;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
sikret-garden;02;да;плюсы: вода 220 м;"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
sikret-garden;03;да;"Калужская (метро) — 11 мин; школа с отметкой NOTA — Школа № 1514, 2096 м";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
sikret-garden;04;нет;1066 квартир;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
sikret-garden;05;нет;0.43 м/м на квартиру (455 на 1066);каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
sikret-garden;06;да;ЕРЗ 4,5 · сдано 20 домов за 3 года (Москва и МО) · остановок нет · банкротств нет;ЕРЗ.РФ https://erzrf.ru/zastroyschiki/brand/gruppa-kompanij-kortros-429541001 · ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
sikret-garden;07;да;ввод: IV кв. 2029 ⟶ IV кв. 2029 (без переноса) · готовность по графику декларации 0% · строится;https://наш.дом.рф/сервисы/каталог-новостроек/объект/72374;23.09.2026
sikret-garden;08;да;квартиры · эскроу есть · разрешение на строительство действует до 19.06.2030 · участок: собственность;https://наш.дом.рф/сервисы/каталог-новостроек/объект/72374;23.09.2026
sikret-garden;09;да;от 537 000 ₽/м²;каталоги (база 14.09);23.09.2026
simfoniya-34;01;нет;за Третьим кольцом;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
simfoniya-34;02;нет;промзона 127 м;"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
simfoniya-34;03;да;"Дмитровская (МЦК/МЦД/ж/д) — 8 мин; школа с отметкой NOTA — Школа № 218, 1028 м";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
simfoniya-34;04;нет данных;;;23.09.2026
simfoniya-34;05;нет данных;;;23.09.2026
simfoniya-34;06;да;ЕРЗ 5 · сдано 13 домов за 3 года (Москва и МО) · остановок нет · банкротств нет;ЕРЗ.РФ https://erzrf.ru/zastroyschiki/brand/mr-group-430836001 · ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
simfoniya-34;07;да;сдан: ввод 18.12.2024;https://наш.дом.рф/сервисы/каталог-новостроек/объект/41352;23.09.2026
simfoniya-34;08;не применяется;дом сдан — покупка по ДКП, эскроу не нужен;https://наш.дом.рф/сервисы/каталог-новостроек/объект/41352;23.09.2026
simfoniya-34;09;да;от 552 570 ₽/м²;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
simonovskiy-val;01;да;ЮВАО;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
simonovskiy-val;02;нет;промзона 118 м (Хлебозавод «Пролетарец»);"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
simonovskiy-val;03;да;"Дубровка (метро) — 12 мин; школы с отметкой NOTA в 30 минутах нет";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
simonovskiy-val;04;да;260 квартир;каталоги и декларации (база 14.09);23.09.2026
simonovskiy-val;05;да;0.96 м/м на квартиру (249 на 260);каталоги и декларации (база 14.09);23.09.2026
simonovskiy-val;06;да;ЕРЗ 4 · сдано 47 домов за 3 года (Москва и МО) · остановок нет · банкротств у застройщика дома нет (в группе — 2: см. zastroyshchiki.csv);ЕРЗ.РФ https://erzrf.ru/zastroyschiki/brand/gruppa-kompanij-fsk-755344001 · ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
simonovskiy-val;07;да;ввод: II кв. 2030 ⟶ IV кв. 2029 (-6 мес.) · готовность по графику декларации 0% · строится;https://наш.дом.рф/сервисы/каталог-новостроек/объект/69773;23.09.2026
simonovskiy-val;08;да;квартиры · эскроу есть (Сбербанк) · разрешение на строительство действует до 13.02.2031 · участок: аренда;https://наш.дом.рф/сервисы/каталог-новостроек/объект/69773;23.09.2026
simonovskiy-val;09;да;от 455 300 ₽/м²;каталоги (база 14.09);23.09.2026
simvol;01;да;ЮВАО;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
simvol;02;нет;промзона 76 м (Золоторожский хлеб);"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
simvol;03;да;"Серп и Молот (МЦК/МЦД/ж/д) — 12 мин; школы с отметкой NOTA в 30 минутах нет";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
simvol;04;нет;4000 квартир;каталоги и декларации (база 14.09);23.09.2026
simvol;05;да;2.50 м/м на квартиру (10000 на 4000);каталоги и декларации (база 14.09);23.09.2026
simvol;06;да;ЕРЗ 4,5 · сдано 53 дома за 3 года (Москва и МО) · остановок нет · банкротств нет;ЕРЗ.РФ https://erzrf.ru/zastroyschiki/brand/donstroj-430278001 · ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
simvol;07;да;ввод: II кв. 2029 ⟶ II кв. 2029 (без переноса) · готовность по графику декларации 0% · строится 4 из 23 корпусов, 19 сдано (показан корпус с наибольшим сдвигом);https://наш.дом.рф/сервисы/каталог-новостроек/объект/69775 (+ ещё 22 объекта: 69774, 67067, 61422, 46710, 46138 …);23.09.2026
simvol;08;да;квартиры · эскроу есть · разрешение на строительство действует до 08.08.2028 · участок: аренда;https://наш.дом.рф/сервисы/каталог-новостроек/объект/69775 (+ ещё 22 объекта: 69774, 67067, 61422, 46710, 46138 …);23.09.2026
simvol;09;да;от 506 000 ₽/м²;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
siti-bey;01;нет;за Третьим кольцом;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
siti-bey;02;нет;магистраль 118 м (Волоколамское шоссе (дублёр));"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
siti-bey;03;да;"Трикотажная (МЦК/МЦД/ж/д) — 10 мин; школа с отметкой NOTA — Курчатовская школа, 224 м";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
siti-bey;04;нет данных;;каталоги и декларации (база 14.09);23.09.2026
siti-bey;05;нет данных;;;23.09.2026
siti-bey;06;да;ЕРЗ 5 · сдано 13 домов за 3 года (Москва и МО) · остановок нет · банкротств нет;ЕРЗ.РФ https://erzrf.ru/zastroyschiki/brand/mr-group-430836001 · ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
siti-bey;07;да;ввод: II кв. 2028 ⟶ IV кв. 2028 (+6 мес.) · готовность по графику декларации 0% · строится 4 из 5 корпусов, 1 сдано (показан корпус с наибольшим сдвигом);https://наш.дом.рф/сервисы/каталог-новостроек/объект/69273 (+ ещё 4 объекта: 64568, 55432, 51928, 43322);23.09.2026
siti-bey;08;да;квартиры · эскроу есть · разрешение на строительство действует до 31.12.2026 · участок: собственность · не опубликовано: проект ДДУ;https://наш.дом.рф/сервисы/каталог-новостроек/объект/69273 (+ ещё 4 объекта: 64568, 55432, 51928, 43322);23.09.2026
siti-bey;09;нет;от 386 317 ₽/м²;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
sitimiks;01;да;ЗАО;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
sitimiks;02;нет данных;;"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
sitimiks;03;да;"Юго-Западная (метро) — 13 мин; школа с отметкой NOTA — Школа № 1543, 884 м";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
sitimiks;04;нет данных;;каталоги и декларации (база 14.09);23.09.2026
sitimiks;05;нет данных;;;23.09.2026
sitimiks;06;нет данных;ЕРЗ: рейтинг не присвоен · сдано 0 домов за 3 года (Москва и МО) · остановок нет · банкротств нет;ЕРЗ.РФ https://erzrf.ru/zastroyschiki/brand/gruppa-kompanij-apsis-glob-3634026001 · ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
sitimiks;07;нет;ввод: II кв. 2025 ⟶ IV кв. 2026 (+18 мес.) · готовность по графику декларации 80% · строится 1 из 2 корпусов, 1 сдано · передача ключей 31.12.2025 ⟶ 31.12.2026;https://наш.дом.рф/сервисы/каталог-новостроек/объект/46060 (+ ещё 1 объект: 46059);23.09.2026
sitimiks;08;нет;апартаменты · другой налог, нет постоянной регистрации · эскроу нет: объект 46060 · разрешение на строительство действует до 30.12.2026 · участок: аренда;https://наш.дом.рф/сервисы/каталог-новостроек/объект/46060 (+ ещё 1 объект: 46059);23.09.2026
sitimiks;09;да;от 484 100 ₽/м²;каталоги (база 14.09);23.09.2026
sitizen;01;да;СЗАО;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
sitizen;02;нет данных;;"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
sitizen;03;нет;"Щукинская (МЦК/МЦД/ж/д) — 18 мин; школы с отметкой NOTA в 30 минутах нет";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
sitizen;04;нет;1574 квартир;каталоги и декларации (база 14.09);23.09.2026
sitizen;05;нет;0.38 м/м на квартиру (594 на 1574);каталоги и декларации (база 14.09);23.09.2026
sitizen;06;да;ЕРЗ 5 · сдано 13 домов за 3 года (Москва и МО) · остановок нет · банкротств нет;ЕРЗ.РФ https://erzrf.ru/zastroyschiki/brand/mr-group-430836001 · ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
sitizen;07;нет данных;строится: карточка проверки ЕИСЖС недоступна (блокировка сайта при выгрузке) · ввод по каталогу 30.09.2027;https://наш.дом.рф/сервисы/каталог-новостроек/объект/57752 (+ ещё 2 объекта: 71089, 67615);23.09.2026
sitizen;08;да;квартиры · эскроу есть (каталог наш.дом.рф) · разрешение на строительство и документы на участок не проверены: карточка проверки ЕИСЖС не получена (сайт заблокировал выгрузку);https://наш.дом.рф/сервисы/каталог-новостроек/объект/57752 (+ ещё 2 объекта: 71089, 67615);23.09.2026
sitizen;09;да;от 485 841 ₽/м²;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
skay-garden;01;да;СЗАО;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
skay-garden;02;да;плюсы: парк 167 м, вода 397 м;"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
skay-garden;03;нет;"Трикотажная (МЦК/МЦД/ж/д) — 24 мин; школа с отметкой NOTA — Курчатовская школа, 1851 м";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
skay-garden;04;нет;2975 квартир;каталоги и декларации (база 14.09);23.09.2026
skay-garden;05;нет;0.27 м/м на квартиру (798 на 2975);каталоги и декларации (база 14.09);23.09.2026
skay-garden;06;да;ЕРЗ 4 · сдано 47 домов за 3 года (Москва и МО) · остановок нет · банкротств у застройщика дома нет (в группе — 2: см. zastroyshchiki.csv);ЕРЗ.РФ https://erzrf.ru/zastroyschiki/brand/gruppa-kompanij-fsk-755344001 · ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
skay-garden;07;да;ввод: II кв. 2027 ⟶ II кв. 2027 (без переноса) · готовность по графику декларации 60% · строится 2 из 3 корпусов, 1 сдано (показан корпус с наибольшим сдвигом);https://наш.дом.рф/сервисы/каталог-новостроек/объект/56265 (+ ещё 2 объекта: 56264, 44142);23.09.2026
skay-garden;08;да;квартиры · эскроу есть · разрешение на строительство действует до 15.11.2027 · участок: аренда;https://наш.дом.рф/сервисы/каталог-новостроек/объект/56265 (+ ещё 2 объекта: 56264, 44142);23.09.2026
skay-garden;09;да;от 350 200 ₽/м²;каталоги (база 14.09);23.09.2026
skolkovo-one;01;не применяется;Сколково;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
skolkovo-one;02;нет данных;;"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
skolkovo-one;03;нет;"станции в 30 минутах пешком нет; школы с отметкой NOTA в 30 минутах нет";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
skolkovo-one;04;нет данных;;каталоги и декларации (база 14.09);23.09.2026
skolkovo-one;05;нет данных;;;23.09.2026
skolkovo-one;06;да;ЕРЗ 5 · сдано 7 домов за 3 года (Москва и МО) · остановок нет · банкротств нет;ЕРЗ.РФ https://erzrf.ru/zastroyschiki/brand/ikon-development-5057675001 · ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
skolkovo-one;07;да;сдан: ввод 26.09.2025 (3 корпуса);https://наш.дом.рф/сервисы/каталог-новостроек/объект/44332 (+ ещё 2 объекта: 44331, 44330);23.09.2026
skolkovo-one;08;не применяется;дом сдан — покупка по ДКП, эскроу не нужен;https://наш.дом.рф/сервисы/каталог-новостроек/объект/44332 (+ ещё 2 объекта: 44331, 44330);23.09.2026
skolkovo-one;09;да;от 445 693 ₽/м²;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
skolkovo-park;01;не применяется;Сколково;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
skolkovo-park;02;нет данных;;"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
skolkovo-park;03;нет;"станции в 30 минутах пешком нет; школы с отметкой NOTA в 30 минутах нет";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
skolkovo-park;04;да;442 квартир;каталоги и декларации (база 14.09);23.09.2026
skolkovo-park;05;нет данных;;;23.09.2026
skolkovo-park;06;нет данных;ЕРЗ: рейтинг не присвоен · сданные дома за 3 года: нет данных · остановок нет · банкротств нет;ЕРЗ.РФ https://erzrf.ru/zastroyschiki/brand/zareche-11700081001 · ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
skolkovo-park;07;да;сдан (стадия по сверке базы 23.09) · в каталоге наш.дом.рф объекта нет — ввод до перехода на эскроу или продажи без ДДУ;каталог новостроек наш.дом.рф (Москва и МО, выгрузка 23.09.2026): объект не найден;23.09.2026
skolkovo-park;08;не применяется;"дом сдан — покупка по ДКП, эскроу не нужен; в каталоге наш.дом.рф объекта нет";каталог новостроек наш.дом.рф (Москва и МО, выгрузка 23.09.2026): объект не найден;23.09.2026
skolkovo-park;09;да;от 739 535 ₽/м²;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
sky-house;01;да;внутри Третьего кольца;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
sky-house;02;нет;промзона 28 м (Кондитерская фабрика «Ударница»);"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
sky-house;03;да;"Шаболовская (метро) — 13 мин; школа с отметкой NOTA — Частная школа «Золотое сечение», 1137 м";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
sky-house;04;да;539 квартир;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
sky-house;05;да;2.56 м/м на квартиру (1379 на 539);каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
sky-house;06;нет;"ЕРЗ: рейтинг не присвоен · сдано 1 дом за 3 года (Москва и МО) · остановок нет · банкротство застройщика: ООО «Олтэр», дело А41-78842/2015, конкурсное производство с 07.11.2019 · застройщик по ЕРЗ.РФ и ЕИСЖС — MOS CITY GROUP; в базе — Capital Group";ЕРЗ.РФ https://erzrf.ru/zastroyschiki/brand/mos-city-group-1900881001 · ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
sky-house;07;да;сдан: ввод 14.05.2019–23.10.2023 (7 корпусов) · нежилой объект 30004 строится, ввод IV кв. 2018 ⟶ IV кв. 2021, срок 31.12.2021 прошёл, разрешение на строительство просрочено, без эскроу (в оценку не входит: в нём нет квартир);https://наш.дом.рф/сервисы/каталог-новостроек/объект/30004 (+ ещё 7 объектов: 30003, 30002, 30001, 30000, 29999 …);23.09.2026
sky-house;08;не применяется;дом сдан — покупка по ДКП, эскроу не нужен · нежилой объект 30004 строится, ввод IV кв. 2018 ⟶ IV кв. 2021, срок 31.12.2021 прошёл, разрешение на строительство просрочено, без эскроу (в оценку не входит: в нём нет квартир);https://наш.дом.рф/сервисы/каталог-новостроек/объект/30004 (+ ещё 7 объектов: 30003, 30002, 30001, 30000, 29999 …);23.09.2026
sky-house;09;да;от 507 541 ₽/м²;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
slava;01;нет;САО;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
slava;02;нет;промзона 92 м (АО «РСК „МиГ“», ПК-2);"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
slava;03;да;"Динамо (метро) — 7 мин; школа с отметкой NOTA — Школа № 1409, 1638 м";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
slava;04;нет данных;;каталоги и декларации (база 14.09);23.09.2026
slava;05;нет данных;;;23.09.2026
slava;06;да;ЕРЗ 5 · сдано 13 домов за 3 года (Москва и МО) · остановок нет · банкротств нет;ЕРЗ.РФ https://erzrf.ru/zastroyschiki/brand/mr-group-430836001 · ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
slava;07;да;ввод: II кв. 2027 ⟶ II кв. 2027 (без переноса) · готовность по графику декларации 60% · строится;https://наш.дом.рф/сервисы/каталог-новостроек/объект/53747;23.09.2026
slava;08;да;квартиры · эскроу есть (Сбербанк) · разрешение на строительство действует до 14.08.2028 · участок: аренда;https://наш.дом.рф/сервисы/каталог-новостроек/объект/53747;23.09.2026
slava;09;да;от 845 370 ₽/м²;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
sobytie;01;да;ЗАО;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
sobytie;02;да;плюсы: парк 65 м;"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
sobytie;03;да;"Мичуринский проспект (метро) — 12 мин; школа с отметкой NOTA — Классический пансион МГУ, 928 м";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
sobytie;04;нет;3987 квартир;каталоги и декларации (база 14.09);23.09.2026
sobytie;05;нет;0.63 м/м на квартиру (2512 на 3987);каталоги и декларации (база 14.09);23.09.2026
sobytie;06;да;ЕРЗ 4,5 · сдано 53 дома за 3 года (Москва и МО) · остановок нет · банкротств нет;ЕРЗ.РФ https://erzrf.ru/zastroyschiki/brand/donstroj-430278001 · ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
sobytie;07;да;ввод: IV кв. 2029 ⟶ IV кв. 2029 (без переноса) · готовность по графику декларации 0% · строится 3 из 11 корпусов, 8 сдано (показан корпус с наибольшим сдвигом);https://наш.дом.рф/сервисы/каталог-новостроек/объект/70585 (+ ещё 10 объектов: 68275, 56910, 43739, 43738, 43737 …);23.09.2026
sobytie;08;да;квартиры · эскроу есть · разрешение на строительство действует до 13.09.2027 · участок: собственность;https://наш.дом.рф/сервисы/каталог-новостроек/объект/70585 (+ ещё 10 объектов: 68275, 56910, 43739, 43738, 43737 …);23.09.2026
sobytie;09;да;от 519 300 ₽/м²;каталоги (база 14.09);23.09.2026
sokolinn-park;01;да;ВАО;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
sokolinn-park;02;да;плюсы: парк 481 м;"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
sokolinn-park;03;нет;"Белокаменная (МЦК/МЦД/ж/д) — 30 мин; школы с отметкой NOTA в 30 минутах нет";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
sokolinn-park;04;да;211 квартир;каталоги и декларации (база 14.09);23.09.2026
sokolinn-park;05;нет;0.32 м/м на квартиру (67 на 211);каталоги и декларации (база 14.09);23.09.2026
sokolinn-park;06;да;ЕРЗ 4 · сдано 17 домов за 3 года (Москва и МО) · остановок нет · банкротств нет;ЕРЗ.РФ https://erzrf.ru/zastroyschiki/brand/gruppa-etalon-1331499001 · ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
sokolinn-park;07;да;ввод: II кв. 2028 ⟶ II кв. 2028 (без переноса) · готовность по графику декларации 20% · строится;https://наш.дом.рф/сервисы/каталог-новостроек/объект/64454;23.09.2026
